image_index,area,box,color,size,material,label
64,1258,148-31-40-38,gray,small,rubber,cube
64,1314,152-70-41-39,gray,large,rubber,sphere
7,1551,8-45-42-42,brown,large,rubber,cube
709,594,121-21-26-26,gray,small,rubber,sphere
709,451,172-80-20-24,green,small,metal,cube
709,2268,38-63-46-55,purple,large,metal,cube
709,1550,109-48-35-46,cyan,large,rubber,cube
709,1840,172-43-40-61,cyan,large,rubber,cylinder
433,979,58-30-30-35,yellow,small,rubber,cube
433,1573,187-49-41-46,green,large,rubber,sphere
433,1987,45-65-42-53,cyan,large,rubber,cylinder
665,373,44-51-21-22,brown,small,rubber,cube
665,2199,116-74-47-66,gray,large,metal,sphere
756,365,189-63-19-22,gray,small,rubber,cube
756,2178,132-71-43-57,blue,large,rubber,sphere
756,1168,91-67-37-38,cyan,small,rubber,sphere
598,798,38-39-31-31,green,small,metal,sphere
598,351,74-94-20-20,gray,small,metal,sphere
598,665,147-30-28-28,red,small,metal,sphere
598,887,186-44-33-32,gray,small,metal,sphere
598,611,136-102-22-30,cyan,small,rubber,cube
730,1118,121-22-36-35,green,small,rubber,cube
730,1741,43-53-41-48,gray,large,rubber,cylinder
80,1339,10-38-38-42,purple,large,rubber,cylinder
80,2458,49-74-46-60,yellow,large,rubber,cylinder
80,1375,143-34-39-41,cyan,large,rubber,cube
80,364,184-62-18-22,brown,small,rubber,cylinder
80,3628,96-84-64-73,red,large,metal,cube
138,738,143-38-30-30,cyan,small,metal,sphere
138,1152,25-45-37-44,purple,small,rubber,cube
138,2477,45-66-51-60,brown,large,rubber,cube
453,944,76-28-28-35,cyan,small,rubber,cube
453,1159,44-36-33-39,blue,small,rubber,cube
453,1245,144-41-34-41,red,small,rubber,cylinder
453,810,114-21-25-32,green,small,rubber,cube
453,643,136-90-27-29,cyan,small,rubber,sphere
453,1119,173-60-37-37,gray,small,rubber,sphere
453,392,33-71-19-22,red,small,rubber,cube
112,738,36-39-31-28,red,small,metal,sphere
112,1161,136-26-36-38,gray,small,rubber,cube
112,1771,72-49-48-51,brown,large,rubber,cube
167,952,93-31-29-36,blue,small,rubber,cube
167,413,29-58-23-21,red,small,rubber,cube
167,1146,168-36-34-39,purple,small,rubber,cube
167,1545,198-47-41-44,gray,large,rubber,sphere
167,1923,109-61-40-52,red,large,rubber,cylinder
167,384,68-69-18-22,yellow,small,rubber,cube
890,554,71-102-21-28,purple,small,rubber,cube
890,491,179-74-24-24,brown,small,rubber,cube
890,1120,36-66-37-37,yellow,small,rubber,sphere
890,1882,93-30-45-55,yellow,large,rubber,cube
163,531,42-76-25-25,red,small,rubber,cube
163,348,67-96-20-20,cyan,small,metal,sphere
163,291,186-62-23-20,cyan,small,rubber,cube
163,408,183-75-19-23,red,small,metal,cube
163,746,108-41-29-30,blue,small,rubber,sphere
938,884,52-47-33-32,purple,small,rubber,sphere
938,682,78-112-23-31,purple,small,rubber,cube
938,559,59-97-22-29,cyan,small,rubber,cube
938,1123,157-35-32-39,purple,small,rubber,cube
938,866,105-23-26-34,green,small,rubber,cube
938,1146,183-58-38-37,cyan,small,metal,sphere
511,650,91-36-28-28,red,small,rubber,sphere
511,1217,40-42-34-39,green,small,rubber,cube
511,356,156-54-20-20,yellow,small,rubber,sphere
511,888,128-26-28-31,brown,small,metal,cube
511,1034,117-60-35-36,green,small,metal,sphere
114,1108,75-40-33-41,blue,small,rubber,cube
114,492,140-86-20-26,gray,small,rubber,cube
114,642,118-98-23-29,purple,small,rubber,cube
114,1102,51-58-36-37,blue,small,rubber,sphere
505,1018,36-39-36-39,gray,small,rubber,cube
505,1268,127-37-33-41,red,small,rubber,cube
505,683,115-21-32-33,green,small,rubber,cube
505,725,148-95-27-30,purple,small,rubber,cube
505,1753,87-85-46-47,brown,large,metal,sphere
505,1361,41-67-41-40,brown,large,metal,sphere
560,262,61-56-23-19,red,small,rubber,cube
560,693,50-32-30-29,yellow,small,metal,sphere
560,764,71-104-25-33,purple,small,rubber,cylinder
560,1299,163-32-35-41,green,small,rubber,cube
560,1000,121-19-30-34,red,small,metal,cube
560,569,115-85-21-27,brown,small,rubber,sphere
560,531,68-65-24-25,yellow,small,rubber,cube
109,804,32-43-31-31,green,small,rubber,sphere
109,1069,70-27-32-35,yellow,small,rubber,cube
109,810,89-113-30-34,yellow,small,rubber,cube
109,527,118-22-25-25,cyan,small,rubber,sphere
812,1213,34-42-34-41,green,small,rubber,cube
812,540,71-32-26-25,yellow,small,rubber,sphere
812,1306,160-37-39-40,green,large,rubber,cube
812,2532,120-74-51-57,cyan,large,metal,cube
812,909,73-55-33-34,green,small,rubber,sphere
459,1101,96-35-30-38,blue,small,rubber,cube
459,1292,44-42-35-41,purple,small,rubber,cylinder
459,480,71-77-20-25,cyan,small,rubber,cube
842,409,26-54-22-22,red,small,rubber,cube
842,944,148-50-34-34,yellow,small,metal,sphere
842,470,133-81-20-28,cyan,small,rubber,cube
842,1718,191-52-43-48,brown,large,rubber,cylinder
842,2715,86-78-47-58,green,large,metal,cube
842,932,87-78-45-20,green,small,metal,sphere
471,379,59-61-21-21,brown,small,rubber,cube
471,2413,65-82-45-59,blue,large,rubber,sphere
471,2398,142-66-54-58,red,large,rubber,cube
471,1057,177-55-38-47,cyan,small,rubber,cube
471,356,97-69-21-22,green,small,rubber,sphere
603,1723,54-58-39-49,cyan,large,rubber,cylinder
603,2299,121-61-51-56,yellow,large,rubber,sphere
603,384,191-71-19-22,purple,small,rubber,cube
603,896,110-45-33-42,green,small,rubber,cube
278,804,43-36-31-31,red,small,rubber,sphere
278,778,95-96-28-33,purple,small,rubber,cube
278,788,134-25-34-38,cyan,small,rubber,cube
278,1719,107-37-45-45,blue,large,rubber,cube
278,553,58-71-25-26,blue,small,rubber,cube
989,391,187-72-19-23,purple,small,rubber,cube
679,563,155-89-22-28,yellow,small,rubber,cube
679,3556,79-87-64-72,brown,large,metal,cube
486,1613,45-39-44-45,green,large,rubber,cube
486,610,62-97-23-27,cyan,small,rubber,cube
486,1634,133-46-41-44,blue,large,rubber,cylinder
486,975,109-17-33-33,brown,small,rubber,cube
486,948,94-54-33-34,purple,small,rubber,sphere
483,779,176-45-30-30,green,small,rubber,sphere
483,1873,90-68-39-52,purple,large,rubber,cylinder
483,1880,90-68-75-52,purple,large,rubber,cube
848,1008,90-32-29-36,green,small,rubber,cube
848,903,128-28-28-34,blue,small,rubber,cylinder
848,2311,34-57-53-55,cyan,large,rubber,cube
848,358,122-90-20-20,cyan,small,metal,sphere
642,1069,87-37-31-38,green,small,rubber,cube
642,1847,55-60-41-51,red,large,rubber,cylinder
642,1288,136-72-40-40,red,small,rubber,sphere
642,1164,143-46-40-42,brown,small,rubber,cube
387,863,173-48-32-31,cyan,small,metal,sphere
387,1699,60-57-38-47,gray,large,rubber,cylinder
387,908,112-52-32-32,cyan,small,metal,sphere
387,387,152-72-18-22,purple,small,rubber,cube
67,772,68-106-29-34,yellow,small,rubber,cube
67,1890,102-45-46-50,blue,large,rubber,cube
67,1230,150-66-39-38,gray,small,metal,sphere
6,425,102-100-21-22,gray,small,rubber,sphere
6,2104,23-46-50-53,green,large,rubber,cube
6,1933,145-40-49-49,blue,large,rubber,cube
308,1318,162-38-37-43,blue,large,rubber,cube
308,491,207-63-24-22,purple,small,rubber,cube
308,2766,132-71-50-63,gray,large,rubber,cylinder
308,1040,100-17-33-34,blue,small,rubber,cube
308,561,38-67-26-26,blue,small,rubber,cube
534,1268,51-39-36-41,blue,small,rubber,cube
534,968,131-23-31-35,yellow,small,rubber,cube
534,1907,75-62-40-54,green,large,rubber,cube
534,1735,109-91-46-47,cyan,large,metal,sphere
534,1838,0-44-49-44,cyan,large,rubber,cube
534,513,79-31-26-30,purple,small,rubber,cube
964,1012,81-31-29-37,blue,small,rubber,cube
964,408,120-64-20-22,red,small,rubber,cube
964,1762,170-61-42-49,brown,large,rubber,cylinder
301,415,75-62-22-22,purple,small,metal,cube
301,1575,79-86-43-44,purple,large,metal,sphere
301,2354,119-61-53-56,yellow,large,rubber,cube
479,468,91-123-22-24,gray,small,rubber,sphere
479,371,127-62-19-22,gray,small,rubber,cube
479,1020,45-56-35-35,green,small,rubber,sphere
479,967,109-21-31-33,purple,small,rubber,cube
479,840,18-43-32-32,gray,small,rubber,sphere
479,1981,153-58-44-52,cyan,large,rubber,cube
447,741,162-39-30-30,yellow,small,rubber,sphere
447,2115,41-68-44-55,brown,large,rubber,cylinder
447,919,76-56-34-37,gray,small,rubber,sphere
887,491,45-76-23-26,green,small,rubber,sphere
887,1296,68-77-39-39,purple,small,metal,sphere
887,1731,129-60-38-49,gray,large,rubber,sphere
887,1849,172-51-47-44,gray,large,rubber,cube
887,669,111-35-28-29,green,small,metal,sphere
393,549,96-96-20-28,red,small,rubber,cube
393,398,132-60-20-21,blue,small,rubber,sphere
393,509,164-75-23-24,blue,small,rubber,cube
393,487,188-68-24-24,brown,small,rubber,cube
393,645,107-31-28-27,cyan,small,metal,sphere
582,912,52-41-35-31,purple,small,metal,sphere
582,619,119-22-26-29,green,small,rubber,sphere
582,262,154-37-30-19,yellow,small,rubber,cube
582,2940,48-72-51-65,brown,large,rubber,sphere
582,2192,135-45-50-51,purple,large,rubber,cube
408,1333,17-37-37-41,red,large,rubber,cylinder
408,929,93-23-27-35,brown,small,rubber,cylinder
408,437,73-58-22-23,cyan,small,rubber,cube
408,2152,162-62-45-55,green,large,rubber,cylinder
408,1459,203-44-36-46,cyan,large,rubber,sphere
493,688,68-36-28-29,green,small,metal,sphere
493,948,95-22-31-33,red,small,rubber,cube
493,745,167-41-30-29,purple,small,rubber,sphere
493,854,137-26-30-32,purple,small,metal,cube
493,1567,115-92-43-44,yellow,large,rubber,sphere
493,1422,130-54-36-46,blue,large,rubber,sphere
778,1378,148-37-41-39,cyan,large,rubber,cube
778,2633,37-62-69-55,brown,large,rubber,cube
608,2940,64-82-51-66,yellow,large,rubber,sphere
608,673,169-85-29-29,blue,small,rubber,cube
608,368,130-98-20-21,cyan,small,metal,sphere
608,1557,205-46-34-48,purple,large,rubber,cube
608,1626,102-52-38-50,purple,large,rubber,cylinder
571,631,57-43-30-24,yellow,small,rubber,sphere
571,869,116-28-28-32,purple,small,rubber,cube
571,1257,165-43-34-40,purple,small,rubber,cube
571,381,119-99-20-22,purple,small,rubber,sphere
571,2622,48-66-53-56,brown,large,rubber,cube
932,413,32-61-23-22,blue,small,rubber,cube
932,1023,45-34-32-37,yellow,small,rubber,cube
932,885,75-27-28-34,purple,small,rubber,cube
932,1003,145-38-32-40,green,small,rubber,cube
932,616,149-92-26-27,green,small,rubber,cube
932,3456,80-86-62-71,red,large,rubber,cube
932,1018,165-56-35-35,cyan,small,metal,sphere
932,1024,145-38-50-47,green,small,rubber,cylinder
862,577,70-96-22-29,purple,small,rubber,cube
862,816,187-44-30-32,purple,small,rubber,sphere
862,581,151-47-36-21,red,small,metal,cube
862,1933,102-96-48-49,brown,large,metal,sphere
862,1963,146-63-41-52,brown,large,rubber,cylinder
862,1193,27-56-38-40,red,small,metal,sphere
862,1356,110-34-39-39,cyan,large,rubber,cube
216,996,57-30-30-36,gray,small,rubber,cube
216,405,175-74-19-23,blue,small,rubber,cube
216,1963,87-67-40-53,green,large,rubber,cube
527,600,49-82-27-27,red,small,rubber,cube
527,1657,119-40-44-46,purple,large,rubber,cube
527,1049,77-57-35-36,brown,small,metal,sphere
527,371,179-65-19-22,purple,small,metal,cube
711,896,125-21-28-34,brown,small,rubber,cylinder
711,1145,151-34-34-40,cyan,small,rubber,cube
711,1597,20-49-41-47,blue,large,rubber,sphere
711,1949,171-60-45-52,gray,large,rubber,sphere
711,1485,110-81-43-42,gray,large,metal,sphere
624,1444,80-33-40-41,cyan,large,rubber,cube
624,388,153-55-21-20,purple,small,rubber,cube
624,585,170-77-27-27,green,small,rubber,cube
624,1522,43-73-43-43,blue,large,rubber,sphere
223,854,32-52-32-32,green,small,metal,sphere
223,445,179-74-21-22,yellow,small,rubber,cube
140,1217,47-40-40-37,red,small,rubber,cube
140,1204,172-43-34-40,green,small,rubber,cube
140,1966,58-72-41-53,brown,large,rubber,cylinder
140,2343,109-83-43-58,green,large,metal,cylinder
140,373,38-73-18-22,cyan,small,rubber,cube
140,1284,122-60-46-46,red,small,rubber,cube
566,644,100-89-26-30,green,small,rubber,sphere
566,474,32-67-24-25,yellow,small,rubber,cube
566,452,185-62-24-24,yellow,small,rubber,cube
698,686,52-40-28-28,cyan,small,rubber,sphere
698,387,40-63-21-22,blue,small,rubber,cube
698,615,63-91-25-28,red,small,rubber,cube
698,1011,170-58-36-34,gray,small,metal,sphere
292,356,59-44-20-20,green,small,metal,cube
292,852,80-106-31-36,yellow,small,rubber,cube
292,646,51-93-23-29,cyan,small,metal,cube
292,279,154-55-22-20,blue,small,rubber,sphere
292,2141,127-64-43-56,red,large,rubber,cylinder
292,1750,8-41-47-48,yellow,large,rubber,cube
292,450,210-65-23-24,brown,small,rubber,cube
797,856,86-51-32-34,purple,small,metal,sphere
797,1003,60-32-30-37,cyan,small,rubber,cube
797,783,129-44-30-32,purple,small,rubber,sphere
797,2754,104-74-56-62,red,large,rubber,cube
797,979,98-24-34-37,green,small,rubber,cube
54,627,85-111-22-30,yellow,small,rubber,sphere
54,1547,155-52-38-45,purple,large,rubber,cylinder
54,771,110-19-25-32,yellow,small,rubber,cube
54,2329,38-65-51-60,cyan,large,rubber,cylinder
512,599,90-96-21-29,gray,small,rubber,sphere
512,716,149-37-29-29,brown,small,rubber,sphere
512,1038,71-55-36-35,cyan,small,rubber,sphere
512,1330,149-68-40-40,green,large,rubber,sphere
512,1540,32-44-38-44,blue,large,metal,cube
921,1714,3-40-49-46,cyan,large,rubber,sphere
921,946,54-52-34-34,cyan,small,metal,sphere
921,396,82-77-18-24,green,small,rubber,cube
921,639,126-30-27-28,cyan,small,metal,sphere
921,1723,3-40-83-46,cyan,large,rubber,cube
921,1416,98-80-41-41,blue,large,rubber,sphere
664,703,85-25-28-33,yellow,small,rubber,cube
664,386,132-86-19-25,blue,small,rubber,cube
664,1368,142-45-35-43,purple,large,rubber,cylinder
664,1305,103-32-38-39,brown,large,rubber,cube
664,3540,73-87-65-72,red,large,metal,cube
664,421,182-73-20-23,brown,small,metal,cube
380,357,97-112-20-20,red,small,rubber,sphere
380,568,96-103-21-29,red,small,rubber,cylinder
189,589,145-41-30-32,red,small,rubber,sphere
189,591,144-95-23-29,gray,small,rubber,sphere
189,1759,161-51-41-49,cyan,large,rubber,cylinder
189,2063,36-61-44-53,brown,large,rubber,cylinder
147,1296,47-30-37-40,cyan,small,rubber,cube
147,2723,76-80-48-64,purple,large,rubber,cylinder
147,412,121-75-19-25,red,small,rubber,cylinder
844,987,38-39-33-39,cyan,small,rubber,cube
844,650,98-109-22-31,green,small,rubber,sphere
844,1197,150-31-37-39,green,small,rubber,cube
844,893,183-50-33-32,blue,small,rubber,sphere
844,382,127-70-17-23,yellow,small,metal,cube
844,1070,54-62-36-37,cyan,small,rubber,sphere
539,1082,78-31-30-35,blue,small,rubber,cube
539,429,53-60-22-22,gray,small,rubber,cube
539,514,93-87-20-26,cyan,small,metal,cube
539,1507,179-40-43-41,brown,large,rubber,cube
539,392,117-101-21-21,gray,small,metal,sphere
539,1010,149-53-35-35,red,small,metal,sphere
94,1803,128-39-46-47,blue,large,rubber,cube
94,434,62-72-19-24,blue,small,rubber,cube
45,580,90-29-27-26,purple,small,metal,sphere
115,995,49-37-31-38,red,small,rubber,cube
115,402,119-79-17-23,yellow,small,rubber,cube
115,2044,140-72-42-54,red,large,rubber,cylinder
115,1337,48-37-37-49,red,large,rubber,cylinder
434,898,60-39-32-38,red,small,rubber,cube
434,362,20-65-19-21,cyan,small,metal,cube
434,498,82-86-20-25,gray,small,rubber,sphere
434,1958,153-56-43-48,cyan,large,rubber,cylinder
434,1397,20-55-57-35,cyan,large,metal,sphere
618,342,63-45-20-20,green,small,rubber,cube
618,755,91-38-30-30,green,small,rubber,sphere
618,374,160-60-23-21,green,small,rubber,cube
618,2328,131-74-45-59,red,large,rubber,cylinder
618,550,85-23-28-33,cyan,small,rubber,cube
929,1100,72-32-30-38,purple,small,metal,cube
929,958,36-41-36-33,purple,small,rubber,cube
929,1296,144-36-34-39,gray,small,metal,cylinder
929,884,114-109-30-35,red,small,rubber,cube
929,1310,35-68-40-39,red,large,rubber,sphere
929,403,103-68-18-23,gray,small,rubber,cube
929,985,116-25-29-34,gray,small,metal,cube
929,701,184-60-23-38,red,small,rubber,cube
751,1573,65-35-43-43,red,large,rubber,cube
751,675,138-32-28-28,purple,small,rubber,sphere
751,406,129-103-21-22,green,small,rubber,sphere
751,1897,180-55-44-50,green,large,rubber,cube
319,1420,67-77-41-41,gray,large,rubber,sphere
319,1351,97-41-33-43,gray,large,rubber,cylinder
319,616,113-101-22-30,yellow,small,rubber,cube
340,1395,2-40-39-42,gray,large,rubber,cylinder
258,927,145-50-32-34,gray,small,rubber,sphere
258,379,126-100-20-21,cyan,small,metal,sphere
258,2191,174-59-47-52,yellow,large,rubber,cube
544,1353,61-35-37-39,blue,large,rubber,cube
544,530,87-84-20-27,cyan,small,rubber,sphere
544,784,149-93-30-32,yellow,small,rubber,cube
544,248,151-93-28-14,yellow,small,rubber,cube
544,1733,170-50-41-47,gray,large,rubber,cylinder
544,1022,96-24-32-34,purple,small,metal,cube
544,450,37-68-22-24,green,small,rubber,cube
221,632,122-33-27-28,cyan,small,metal,sphere
221,2658,83-76-46-62,green,large,rubber,cylinder
221,1957,154-58-49-50,green,large,rubber,sphere
221,1270,30-59-40-37,gray,small,metal,sphere
680,341,76-83-15-26,red,small,metal,cube
680,1850,27-55-43-50,purple,large,rubber,cube
680,3273,90-80-56-66,blue,large,metal,cube
680,452,96-30-25-29,gray,small,rubber,cube
680,480,194-71-23-25,gray,small,rubber,cube
680,1446,111-39-38-40,blue,large,rubber,cube
953,1539,28-37-42-41,yellow,large,rubber,cube
953,904,178-50-34-33,yellow,small,metal,sphere
953,368,141-104-20-21,cyan,small,rubber,sphere
22,637,99-33-27-28,blue,small,metal,sphere
22,1004,129-25-31-33,yellow,small,rubber,cylinder
22,1718,12-48-45-42,green,large,rubber,sphere
22,1223,106-70-38-39,brown,small,rubber,sphere
273,1058,80-24-36-36,brown,small,rubber,cube
273,371,31-56-21-21,blue,small,rubber,cube
273,354,172-55-20-20,cyan,small,rubber,cube
273,495,116-20-22-25,gray,small,metal,sphere
273,371,130-63-18-22,yellow,small,rubber,cube
273,1622,85-91-44-45,purple,large,metal,sphere
63,1646,7-44-44-42,blue,large,rubber,cube
63,785,122-19-26-32,blue,small,rubber,cube
63,401,194-71-20-23,yellow,small,rubber,cube
63,2673,93-87-47-63,gray,large,rubber,sphere
193,2496,65-76-50-60,yellow,large,rubber,cube
193,433,114-88-19-25,gray,small,rubber,cube
193,1320,53-49-46-44,green,large,rubber,cube
193,2874,135-36-49-76,cyan,large,rubber,cube
193,842,146-36-38-27,cyan,small,rubber,cube
606,1034,165-49-36-35,green,small,rubber,sphere
606,1396,69-68-41-41,purple,large,rubber,sphere
963,768,85-101-26-33,gray,small,rubber,cube
963,2683,28-46-59-58,blue,large,rubber,cube
963,2318,132-65-45-57,red,large,rubber,cylinder
351,452,165-75-21-22,red,small,metal,cube
351,1725,69-38-44-50,purple,large,rubber,cube
162,555,72-95-22-28,yellow,small,rubber,cube
162,1768,181-39-48-44,red,large,rubber,cube
162,919,123-30-30-39,purple,small,rubber,cube
162,504,170-88-21-26,red,small,rubber,cube
162,1504,35-44-38-45,blue,large,rubber,sphere
162,2067,89-49-48-53,brown,large,rubber,cube
658,1042,64-31-31-37,purple,small,rubber,cube
658,729,116-39-29-30,green,small,rubber,sphere
658,2429,129-77-46-60,purple,large,rubber,cylinder
658,1099,191-58-37-36,gray,small,rubber,sphere
786,1213,24-41-35-39,purple,small,rubber,cube
786,880,89-26-35-34,yellow,small,rubber,cube
786,1112,56-31-39-37,green,small,rubber,cube
786,390,100-105-21-21,yellow,small,metal,sphere
786,989,156-36-33-36,blue,small,rubber,cube
786,461,130-83-19-25,cyan,small,rubber,cube
786,399,150-74-18-23,brown,small,rubber,cylinder
